Open,High,Low,Close,Adj Close,Volume
34.764999,34.994999,34.697498,34.880001,33.17754,69785200
34.737499,34.950001,34.705002,34.75,33.053875,74828800
34.685001,34.697498,34.262501,34.669998,32.977787,88623600
34.8125,34.84,34.66,34.785,33.087177,78451200
34.712502,34.857498,34.705002,34.799999,33.101433,69686800
34.825001,34.912498,34.709999,34.747501,33.051506,61236400
34.852501,35.1875,34.7575,35.115002,33.401066,102767200
35.18,35.255001,35.064999,35.172501,33.455753,76928000
35.25,35.25,34.9725,34.997501,33.289303,175540000
35.099998,35.375,35.057499,35.365002,33.638859,86168000
35.5275,35.700001,34.932499,34.959999,33.253632,158119600
34.962502,35.400002,34.939999,35.355,33.629349,103440800
35.314999,35.395,35.1525,35.23,33.510456,81385200
35.375,35.435001,35.087502,35.16,33.443871,89582400
34.8475,35.305,34.654999,35.220001,33.500942,94300400
35.227501,36.009998,35.154999,35.950001,34.195309,133499200
35.919998,36.122501,35.797501,36.029999,34.2714,116760000
36.047501,36.125,35.875,35.982498,34.226219,84829200
35.93,36.067501,35.752499,35.915001,34.162018,78646800
35.927502,36.029999,35.762501,35.924999,34.17152,79942800
35.8125,36.2225,35.7925,36.192501,34.425976,79565600
36.055,36.365002,35.952499,36.005001,34.247623,110871600
36.072498,36.130001,35.862499,35.915001,34.162018,84596000
35.932499,36.044998,35.817501,35.834999,34.085918,66688800
35.900002,35.970001,35.724998,35.7925,34.045498,75733600
35.735001,35.837502,35.014999,35.407501,33.679287,121517600
35.400002,35.537498,35.252499,35.450001,33.719711,81400000
35.477501,35.595001,35.262501,35.262501,33.541363,71291600
35.369999,35.470001,35.217499,35.4575,33.726852,66328400
35.352501,35.509998,35.2775,35.299999,33.577038,58790000
35.470001,35.5,35.112499,35.169998,33.453377,69313600
35.305,35.73,35.290001,35.610001,33.871906,93278400
35.610001,35.669998,35.462502,35.567501,33.831474,69283600
35.875,35.987499,35.794998,35.91,34.157269,68537200
35.977501,36.224998,35.967499,36.1325,34.3689,75486000
36.1175,36.150002,35.845001,35.919998,34.166775,80164800
35.98,36.040001,35.827499,35.947498,34.192936,56985200
36.022499,36.075001,35.817501,35.912498,34.159637,83441600
36.275002,36.799999,36.240002,36.645,34.856388,134411600
36.884998,37.022499,36.709999,36.877499,35.077541,181408800
36.397499,36.872501,36.067501,36.764999,34.970528,182788000
36.630001,36.785,36.452499,36.6325,34.844486,93487600
36.689999,37.244999,36.689999,37.240002,35.422344,109310800
37.2575,38.424999,37.2575,38.252499,36.385422,195009600
38.467499,38.720001,38.362499,38.497501,36.618469,156521600
38.407501,38.485001,38.0275,38.314999,36.444874,103222800
38.112499,38.517502,38.077499,38.487499,36.760059,109020400
38.674999,39.105,38.6675,39.025002,37.273441,130108000
39.002499,39.162498,38.762501,38.924999,37.177921,104038800
38.985001,39.014999,38.68,38.8675,37.123013,80194000
38.400002,38.642502,37.427502,37.5625,35.876579,203070800
37.817501,38.334999,37.782501,38.134998,36.423378,134272800
38.345001,38.494999,38.157501,38.264999,36.547546,107843200
38.5,38.645,38.227501,38.497501,36.769615,91865600
38.724998,38.724998,38.327499,38.450001,36.724239,79675600
38.459999,38.5425,38.1675,38.334999,36.614414,76712000
38.432499,38.587502,38.2575,38.467499,36.740955,76942400
38.5,38.560001,38.327499,38.4025,36.678879,87710400
38.355,38.607498,38.3325,38.4175,36.693203,80507600
38.4925,38.5425,38.095001,38.189999,36.475906,97804800
38.2925,38.3325,38.055,38.294998,36.576199,65616400
38.395,38.862499,38.2225,38.862499,37.118225,111082800
38.584999,38.612499,38.365002,38.482498,36.755287,101326800
38.474998,38.952499,38.445,38.612499,36.879452,106499600
38.755001,38.994999,38.619999,38.842499,37.099125,84278400
38.8125,38.884998,38.599998,38.747501,37.008389,85003200
38.797501,38.797501,36.505001,37.244999,35.573322,259530800
36.435001,36.522499,35.627499,36.355,34.723278,289229200
36.790001,36.862499,36.287498,36.647499,35.002644,136661600
36.875,36.875,35.959999,36.290001,34.661194,126124800
35.830002,36.119999,35.552502,36.072498,34.453453,128661600
35.945,36.125,35.549999,35.567501,33.971119,201444400
35.915001,36.685001,35.915001,36.584999,34.942951,130165600
36.717499,36.717499,36.235001,36.252499,34.625374,99600400
36.380001,36.517502,36.1525,36.467499,34.830727,85063200
36.442501,36.674999,36.279999,36.407501,34.773426,76425200
36.282501,36.790001,36.2775,36.57,34.928623,141757600
36.7925,37.07,36.345001,36.455002,34.818787,102769600
36.252499,36.540001,35.904999,35.932499,34.319733,99047600
36.122501,36.5275,35.790001,36.4575,34.821175,88329600
36.177502,36.282501,35.57,35.919998,34.3078,125997600
36.112499,36.240002,35.945,36.005001,34.388985,92096400
36.220001,36.325001,35.775002,35.875,34.26482,57111200
35.922501,36.197498,35.68,36.022499,34.405693,86278400
35.755001,35.875,35.602501,35.682499,34.080963,96515200
35.724998,36.1875,35.724998,36.044998,34.427189,76806800
36.0275,36.487499,35.842499,36.264999,34.637314,84362400
36.182499,36.462502,36.095001,36.3825,34.749542,79127200
36.467499,36.544998,36.205002,36.435001,34.799683,99538000
36.375,37.122501,36.360001,36.942501,35.284409,100797600
